Ticket_ID,Subject,Description,Category,Priority,Timestamp
1331,Account Locked,Two-factor authentication not working.,Account Management,High,2025-05-06 01:26:07.454948
1332,2FA Issue,Two-factor authentication not working.,Account Management,High,2025-09-09 05:45:07.454948
1333,Refund Request,How do I upgrade my billing plan?,Billing Inquiry,High,2025-08-23 13:23:07.454948
1334,Password Reset,Email not updating in profile settings.,Account Management,High,2025-09-17 20:14:07.454948
1335,UX Improvement,Please consider adding dark mode support.,Feature Request,High,2025-06-04 23:30:07.454948
1336,Feature Broken,Error message 'Connection lost' appears when I try to sync data.,Bug Report,Medium,2025-05-24 21:33:07.454948
1337,Account Locked,Email not updating in profile settings.,Account Management,High,2025-06-27 14:14:07.454948
1338,Refund Request,My invoice doesn't match the plan I selected.,Billing Inquiry,Medium,2025-09-06 02:26:07.454948
1339,Slow Performance,API returns 500 error when calling /api/users.,Technical Issue,Medium,2025-09-07 18:50:07.454948
1340,2FA Issue,Email not updating in profile settings.,Account Management,Medium,2025-06-27 00:58:07.454948
1341,Password Reset,Two-factor authentication not working.,Account Management,Low,2025-06-01 18:36:07.454948
1342,2FA Issue,How do I delete my account permanently?,Account Management,High,2025-09-16 17:52:07.454948
1343,2FA Issue,I can't reset my password.,Account Management,Medium,2025-08-14 13:03:07.454948
1344,New Feature Suggestion,Add export to PDF functionality.,Feature Request,Medium,2025-06-29 08:12:07.454948
1345,Account Locked,How do I delete my account permanently?,Account Management,High,2025-06-01 23:51:07.454948
1346,Password Reset,My account is locked without reason.,Account Management,High,2025-09-04 17:31:07.454948
1347,Password Reset,Two-factor authentication not working.,Account Management,Low,2025-07-27 08:15:07.454948
1348,New Feature Suggestion,Can you add dark mode to the dashboard?,Feature Request,High,2025-07-18 10:23:07.454948
1349,Feature Broken,Login fails even with correct credentials.,Bug Report,High,2025-04-16 03:29:07.454948
1350,API Error,Server response time is too slow for data export.,Technical Issue,High,2025-09-04 06:27:07.454948
1351,Refund Request,My invoice doesn't match the plan I selected.,Billing Inquiry,Low,2025-08-09 20:40:07.454948
1352,New Feature Suggestion,Please consider adding dark mode support.,Feature Request,Medium,2025-07-05 03:53:07.454948
1353,App Crash,Error message 'Connection lost' appears when I try to log in.,Bug Report,Medium,2025-09-24 22:14:07.454948
1354,UX Improvement,It would be great if we could reset password.,Feature Request,High,2025-09-24 20:50:07.454948
1355,UX Improvement,Can you add search to the dashboard?,Feature Request,Low,2025-09-13 07:45:07.454948
1356,Account Locked,How do I delete my account permanently?,Account Management,High,2025-05-18 11:30:07.454948
1357,Double Charge,My invoice doesn't match the plan I selected.,Billing Inquiry,High,2025-08-30 07:56:07.454948
1358,App Crash,The screen goes blank when I open settings.,Bug Report,High,2025-08-04 17:39:07.454948
1359,Feature Broken,The dark mode is not working after the latest update.,Bug Report,High,2025-09-14 12:38:07.454948
1360,New Feature Suggestion,Please consider adding dark mode support.,Feature Request,High,2025-06-12 14:35:07.454948
1361,Connection Failed,I can't connect to the API gateway despite correct settings.,Technical Issue,Medium,2025-06-18 01:01:07.454948
1362,Password Reset,I can't reset my password.,Account Management,Critical,2025-04-19 14:52:07.454948
1363,Login Error,The screen goes blank when I open dashboard.,Bug Report,Critical,2025-04-02 09:52:07.454948
1364,Password Reset,Two-factor authentication not working.,Account Management,Medium,2025-06-13 09:55:07.454948
1365,Invoice Question,My invoice doesn't match the plan I selected.,Billing Inquiry,High,2025-05-17 21:41:07.454948
1366,API Error,I can't connect to the cloud storage despite correct settings.,Technical Issue,Medium,2025-04-18 05:06:07.454948
1367,Feature Broken,Login fails even with correct credentials.,Bug Report,Critical,2025-09-25 13:07:07.454948
1368,Connection Failed,API returns 500 error when calling /api/payments.,Technical Issue,Medium,2025-04-03 07:35:07.454948
1369,Password Reset,How do I delete my account permanently?,Account Management,High,2025-06-24 13:53:07.454948
1370,App Crash,The search is not working after the latest update.,Bug Report,Low,2025-08-02 05:11:07.454948
1371,Password Reset,My account is locked without reason.,Account Management,Medium,2025-09-21 08:48:07.454948
1372,Feature Broken,The notifications is not working after the latest update.,Bug Report,Low,2025-09-17 13:36:07.454948
1373,New Feature Suggestion,Please consider adding dark mode support.,Feature Request,Low,2025-07-11 20:11:07.454948
1374,Refund Request,Refund request for unused service period.,Billing Inquiry,Low,2025-06-30 10:10:07.454948
1375,Refund Request,I was charged twice for my subscription.,Billing Inquiry,Critical,2025-04-12 11:25:07.454948
1376,Slow Performance,I can't connect to the database despite correct settings.,Technical Issue,Low,2025-04-05 08:47:07.454948
1377,App Crash,The notifications is not working after the latest update.,Bug Report,Medium,2025-06-13 23:16:07.454948
1378,Feature Broken,Error message '500' appears when I try to sync data.,Bug Report,Medium,2025-09-07 12:01:07.454948
1379,2FA Issue,My account is locked without reason.,Account Management,Medium,2025-07-17 16:26:07.454948
1380,Login Error,Login fails even with correct credentials.,Bug Report,High,2025-08-07 03:59:07.454948
1381,Invoice Question,My invoice doesn't match the plan I selected.,Billing Inquiry,Medium,2025-04-08 08:28:07.454948
1382,Password Reset,I can't reset my password.,Account Management,Medium,2025-07-04 12:01:07.454948
1383,Refund Request,How do I upgrade my billing plan?,Billing Inquiry,Medium,2025-07-27 21:16:07.454948
1384,UX Improvement,Can you add search to the dashboard?,Feature Request,Low,2025-04-23 20:35:07.454948
1385,New Feature Suggestion,I suggest improving the user management for better usability.,Feature Request,High,2025-06-28 12:28:07.454948
1386,New Feature Suggestion,Can you add dark mode to the dashboard?,Feature Request,High,2025-05-17 15:03:07.454948
1387,Slow Performance,API returns 500 error when calling /api/logs.,Technical Issue,High,2025-05-26 23:02:07.454948
1388,Slow Performance,SSL certificate error on your domain.,Technical Issue,Low,2025-08-17 14:19:07.454948
1389,Refund Request,Refund request for unused service period.,Billing Inquiry,High,2025-07-18 01:24:07.454948
1390,Login Error,The screen goes blank when I open settings.,Bug Report,Low,2025-07-31 19:08:07.454948
1391,New Feature Suggestion,Please consider adding dark mode support.,Feature Request,Critical,2025-06-02 01:59:07.454948
1392,UX Improvement,Please consider adding dark mode support.,Feature Request,High,2025-09-02 07:12:07.454948
1393,Password Reset,I can't reset my password.,Account Management,High,2025-08-16 00:38:07.454948
1394,UX Improvement,Please consider adding dark mode support.,Feature Request,Medium,2025-07-14 00:39:07.454948
1395,Double Charge,I was charged twice for my subscription.,Billing Inquiry,High,2025-06-18 05:19:07.454948
1396,Invoice Question,Refund request for unused service period.,Billing Inquiry,Critical,2025-05-22 19:21:07.454948
1397,Invoice Question,Billing cycle date seems incorrect.,Billing Inquiry,High,2025-07-11 04:54:07.454948
1398,Connection Failed,API returns 500 error when calling /api/payments.,Technical Issue,Critical,2025-09-08 02:16:07.454948
1399,Password Reset,Email not updating in profile settings.,Account Management,Critical,2025-09-22 08:56:07.454948
1400,App Crash,Login fails even with correct credentials.,Bug Report,High,2025-07-23 00:18:07.454948
1401,Feature Broken,The screen goes blank when I open profile.,Bug Report,Critical,2025-05-27 07:06:07.454948
1402,Double Charge,I was charged twice for my subscription.,Billing Inquiry,Medium,2025-09-01 08:36:07.454948
1403,Account Locked,I can't reset my password.,Account Management,High,2025-09-03 18:25:07.454948
1404,Refund Request,My invoice doesn't match the plan I selected.,Billing Inquiry,High,2025-09-05 13:14:07.454948
1405,Password Reset,How do I delete my account permanently?,Account Management,Medium,2025-08-05 06:01:07.454948
1406,Invoice Question,How do I upgrade my billing plan?,Billing Inquiry,High,2025-07-31 06:05:07.454948
1407,Feature Broken,App crashes when I click on Save.,Bug Report,Medium,2025-08-08 00:06:07.454948
1408,2FA Issue,My account is locked without reason.,Account Management,High,2025-07-06 11:41:07.454948
1409,2FA Issue,I can't reset my password.,Account Management,Medium,2025-06-27 21:48:07.454948
1410,Password Reset,Email not updating in profile settings.,Account Management,Medium,2025-05-06 00:29:07.454948
1411,App Crash,Login fails even with correct credentials.,Bug Report,High,2025-07-18 04:52:07.454948
1412,Double Charge,How do I upgrade my billing plan?,Billing Inquiry,Medium,2025-05-01 01:59:07.454948
1413,Password Reset,How do I delete my account permanently?,Account Management,Low,2025-07-20 23:13:07.454948
1414,2FA Issue,My account is locked without reason.,Account Management,High,2025-09-02 01:21:07.454948
1415,2FA Issue,How do I delete my account permanently?,Account Management,Low,2025-04-21 17:37:07.454948
1416,Connection Failed,API returns 500 error when calling /api/users.,Technical Issue,Low,2025-09-17 05:04:07.454948
1417,New Feature Suggestion,I suggest improving the user management for better usability.,Feature Request,Critical,2025-09-13 12:28:07.454948
1418,New Feature Suggestion,Can you add export to the dashboard?,Feature Request,Medium,2025-09-24 12:22:07.454948
1419,Slow Performance,SSL certificate error on your domain.,Technical Issue,Low,2025-09-21 03:51:07.454948
1420,API Error,API returns 500 error when calling /api/payments.,Technical Issue,High,2025-05-02 03:15:07.454948
1421,App Crash,Error message '500' appears when I try to upload file.,Bug Report,Medium,2025-05-20 08:49:07.454948
1422,Feature Broken,Error message 'Timeout' appears when I try to reset password.,Bug Report,Medium,2025-09-17 15:40:07.454948
1423,Connection Failed,I can't connect to the cloud storage despite correct settings.,Technical Issue,Medium,2025-09-25 22:10:07.454948
1424,Password Reset,Email not updating in profile settings.,Account Management,Critical,2025-08-29 23:39:07.454948
1425,UX Improvement,Please consider adding dark mode support.,Feature Request,High,2025-08-08 05:33:07.454948
1426,App Crash,App crashes when I click on Save.,Bug Report,Medium,2025-03-31 10:52:07.454948
1427,UX Improvement,It would be great if we could upload file.,Feature Request,Medium,2025-05-07 09:40:07.454948
1428,Slow Performance,SSL certificate error on your domain.,Technical Issue,High,2025-07-15 10:48:07.454948
1429,2FA Issue,How do I delete my account permanently?,Account Management,High,2025-08-27 14:21:07.454948
1430,Feature Broken,The search is not working after the latest update.,Bug Report,High,2025-08-01 00:30:07.454948
1431,Refund Request,How do I upgrade my billing plan?,Billing Inquiry,Critical,2025-08-19 19:35:07.454948
1432,UX Improvement,Please consider adding dark mode support.,Feature Request,Medium,2025-06-30 02:57:07.454948
1433,API Error,Server response time is too slow for login.,Technical Issue,Medium,2025-06-27 06:04:07.454948
1434,Login Error,App crashes when I click on Delete.,Bug Report,High,2025-04-14 06:32:07.454948
1435,Feature Broken,The dark mode is not working after the latest update.,Bug Report,Medium,2025-09-25 00:17:07.454948
1436,2FA Issue,Email not updating in profile settings.,Account Management,Medium,2025-08-03 21:13:07.454948
1437,App Crash,Login fails even with correct credentials.,Bug Report,High,2025-05-04 07:36:07.454948
1438,UX Improvement,Please consider adding dark mode support.,Feature Request,Medium,2025-07-12 17:55:07.454948
1439,Slow Performance,I can't connect to the database despite correct settings.,Technical Issue,Medium,2025-05-11 21:17:07.454948
1440,Invoice Question,How do I upgrade my billing plan?,Billing Inquiry,High,2025-08-12 14:35:07.454948
1441,Account Locked,I can't reset my password.,Account Management,Medium,2025-08-24 05:20:07.454948
1442,UX Improvement,Can you add notifications to the dashboard?,Feature Request,Medium,2025-07-03 21:14:07.454948
1443,UX Improvement,I suggest improving the checkout for better usability.,Feature Request,Critical,2025-05-24 12:28:07.454948
1444,New Feature Suggestion,I suggest improving the onboarding for better usability.,Feature Request,Medium,2025-07-13 19:33:07.454948
1445,2FA Issue,Two-factor authentication not working.,Account Management,High,2025-09-15 13:52:07.454948
1446,Account Locked,My account is locked without reason.,Account Management,High,2025-07-27 16:45:07.454948
1447,New Feature Suggestion,Can you add dark mode to the dashboard?,Feature Request,Critical,2025-07-06 07:57:07.454948
